air_temp_k,process_temp_k,rotational_speed_rpm,torque_nm,tool_wear_min,power_proxy
301.8,310.0,1393,44.9,208,62545.7
301.7,310.1,1743,27.3,210,47583.9
301.8,310.2,1457,40.4,213,58862.799999999996
301.8,310.2,2825,5.8,215,16385.0
301.8,310.2,1609,34.2,217,55027.8
301.8,310.2,1437,42.3,0,60785.1
301.7,310.1,1402,50.1,3,70240.2
301.7,310.1,1644,34.6,5,56882.4
301.7,310.2,1471,51.1,8,75168.1
301.7,310.1,2695,12.6,10,33957.0
301.7,310.2,1435,48.1,12,69023.5
301.6,310.1,1694,26.3,14,44552.200000000004
301.6,310.1,1687,26.6,16,44874.200000000004
301.6,310.0,1869,22.9,18,42800.1
301.4,309.9,1259,63.9,20,80450.09999999999
301.4,309.9,1460,47.2,22,68912.0
301.3,309.9,1501,39.5,27,59289.5
301.4,310.0,1776,25.6,30,45465.600000000006
301.5,310.1,1468,40.8,32,59894.399999999994
301.5,310.1,1430,46.5,35,66495.0
301.4,310.1,1502,46.6,37,69993.2
301.4,310.1,1623,32.3,39,52422.899999999994
301.4,310.0,1651,29.8,44,49199.8
301.5,310.1,1639,33.4,47,54742.6
301.5,310.0,1417,44.6,49,63198.200000000004
301.5,310.1,1541,42.2,52,65030.200000000004
301.6,310.2,1411,45.1,54,63636.1
301.7,310.3,1397,44.6,57,62306.200000000004
301.7,310.2,1686,28.9,59,48725.399999999994
301.7,310.1,1431,44.0,61,62964.0
301.8,310.3,1341,50.5,64,67720.5
301.7,310.2,1486,43.0,66,63898.0
301.6,310.2,1384,57.1,68,79026.40000000001
301.6,310.1,1362,55.8,70,75999.59999999999
301.7,310.1,1660,29.3,72,48638.0
301.6,310.1,1326,48.2,77,63913.200000000004
301.6,310.0,1566,30.3,79,47449.8
301.5,309.8,1549,38.5,81,59636.5
301.6,309.9,1746,31.1,83,54300.600000000006
301.7,309.9,1452,41.5,86,60258.0
301.6,309.8,1588,33.9,89,53833.2
301.6,309.8,1472,42.5,91,62560.0
301.7,309.9,1607,37.7,93,60583.9
301.6,309.9,1423,53.6,95,76272.8
301.6,309.9,1440,43.4,100,62496.0
301.6,309.9,1397,43.7,102,61048.9
301.7,309.9,1524,46.6,104,71018.40000000001
301.7,309.9,1533,40.9,106,62699.7
301.7,309.8,1398,46.0,109,64308.0
301.7,309.8,1284,68.2,111,87568.8
301.7,309.8,1491,39.3,114,58596.299999999996
301.8,309.9,1418,51.3,116,72743.4
301.8,309.8,1546,39.8,121,61530.799999999996
301.8,309.7,1598,30.4,124,48579.2
301.9,309.8,1724,27.5,126,47410.0
301.9,309.8,1507,44.7,131,67362.90000000001
301.9,309.7,1595,31.4,133,50083.0
301.9,309.7,1568,37.5,135,58800.0
301.8,309.6,1432,43.7,138,62578.4
301.9,309.7,1424,42.8,140,60947.2
302.0,309.7,1386,62.7,142,86902.2
302.0,309.8,1456,58.1,145,84593.6
302.0,309.8,1280,57.3,147,73344.0
302.0,309.8,1649,31.0,152,51119.0
302.0,309.9,1407,52.8,154,74289.59999999999
302.0,309.9,1606,34.5,156,55407.0
302.1,310.0,1531,38.0,161,58178.0
302.1,310.1,1543,35.8,164,55239.399999999994
302.1,310.1,1379,48.2,166,66467.8
302.1,310.1,1447,46.6,169,67430.2
302.1,310.1,1844,24.6,171,45362.4
302.1,310.1,1615,29.9,176,48288.5
302.0,310.0,1449,48.8,181,70711.2
302.0,309.9,1388,51.4,183,71343.2
302.0,309.9,1447,42.8,185,61931.6
302.0,310.0,1664,28.6,190,47590.4
302.0,309.9,1735,27.2,192,47192.0
302.0,309.9,1308,57.6,197,75340.8
302.0,309.8,1480,40.0,199,59200.0
301.9,309.6,1439,41.7,201,60006.3
301.9,309.7,1533,35.9,204,55034.7
302.0,309.7,1551,34.8,207,53974.799999999996
302.0,309.7,1414,36.3,209,51328.2
301.9,309.6,1551,34.6,211,53664.600000000006
301.8,309.6,1436,49.0,214,70364.0
301.9,309.6,1385,45.8,217,63432.99999999999
301.8,309.5,1732,30.1,220,52133.200000000004
301.9,309.6,1410,49.0,223,69090.0
301.9,309.6,1446,43.2,225,62467.200000000004
301.8,309.5,1525,39.6,227,60390.0
301.7,309.5,1298,65.5,229,85019.0
301.8,309.6,1443,42.7,231,61616.100000000006
301.8,309.7,1442,45.3,233,65322.6
301.9,309.7,1719,31.9,0,54836.1
302.0,309.8,1532,39.4,2,60360.799999999996
302.0,309.8,1701,27.2,4,46267.2
302.1,310.0,1355,45.1,6,61110.5
302.2,310.1,1421,45.4,9,64513.4
302.2,310.1,1368,51.6,12,70588.8
302.2,310.1,1458,45.1,15,65755.8
302.2,310.1,1572,34.6,17,54391.200000000004
302.2,310.0,1483,48.7,20,72222.1
302.3,310.1,1513,40.4,22,61125.2
302.3,310.1,1383,42.9,24,59330.7
302.4,310.2,1539,37.7,29,58020.3
302.3,310.1,1563,37.8,31,59081.399999999994
302.3,310.1,1653,29.7,34,49094.1
302.3,310.1,1353,50.9,36,68867.7
302.2,310.0,1468,43.6,38,64004.8
302.3,310.2,1506,33.8,43,50902.799999999996
302.3,310.1,1388,49.9,48,69261.2
302.4,310.2,1485,45.9,50,68161.5
302.4,310.2,1331,45.5,53,60560.5
302.5,310.3,1326,58.5,55,77571.0
302.3,310.2,1394,55.4,57,77227.59999999999
302.4,310.1,2009,18.9,59,37970.1
302.4,310.1,1358,54.6,61,74146.8
302.5,310.2,1586,32.2,64,51069.200000000004
302.5,310.3,1688,31.6,66,53340.8
302.6,310.5,1450,43.2,68,62640.00000000001
302.7,310.5,1398,47.3,70,66125.4
302.7,310.5,1520,39.3,73,59735.99999999999
302.6,310.4,1514,42.7,75,64647.8
302.6,310.4,1532,36.1,77,55305.200000000004
302.6,310.4,1365,66.8,80,91182.0
302.6,310.3,1642,33.2,82,54514.4
302.6,310.2,2676,10.8,84,28900.800000000003
302.6,310.2,1873,21.3,87,39894.9
302.6,310.2,1325,62.4,92,82680.0
302.6,310.2,2157,17.2,94,37100.4
302.6,310.2,1563,39.0,97,60957.0
302.6,310.2,1631,31.0,100,50561.0
302.5,310.2,1547,36.9,103,57084.299999999996
302.6,310.3,1479,40.4,105,59751.6
302.4,310.1,1379,48.9,107,67433.09999999999
302.4,310.1,1906,21.2,110,40407.2
302.3,310.1,1731,33.4,112,57815.399999999994
302.3,310.1,1688,30.4,115,51315.2
302.3,310.2,1443,54.6,120,78787.8
302.4,310.2,1445,46.4,125,67048.0
302.4,310.2,1435,44.9,127,64431.5
302.4,310.1,1556,32.9,132,51192.399999999994
302.3,310.1,1321,52.7,134,69616.7
302.4,310.1,1577,35.8,136,56456.6
302.4,310.2,1578,31.2,139,49233.6
302.4,310.1,1418,52.3,141,74161.4
302.4,310.2,1392,55.8,143,77673.59999999999
302.5,310.3,1446,44.0,146,63624.0
302.5,310.2,1329,50.6,148,67247.40000000001
302.5,310.2,1563,34.8,150,54392.399999999994
302.5,310.3,1405,57.4,152,80647.0
302.4,310.2,2224,16.0,154,35584.0
302.5,310.2,1716,29.9,156,51308.399999999994
302.5,310.3,1584,35.5,158,56232.0
302.5,310.3,1488,41.8,160,62198.399999999994
302.4,310.3,1374,51.2,163,70348.8
302.4,310.3,1378,54.3,165,74825.4
302.5,310.3,1551,37.3,168,57852.299999999996
302.5,310.3,1549,40.9,170,63354.1
302.5,310.3,1447,39.2,172,56722.4
302.4,310.2,1400,53.7,175,75180.0
302.4,310.1,1401,48.8,177,68368.8
302.4,310.1,1597,28.9,179,46153.299999999996
302.3,310.1,1487,46.0,184,68402.0
302.5,310.3,1710,27.3,186,46683.0
302.6,310.4,1478,47.7,189,70500.6
302.6,310.4,1743,26.3,191,45840.9
302.6,310.5,1596,32.8,193,52348.799999999996
302.7,310.5,1642,30.8,195,50573.6
302.7,310.5,1263,67.8,197,85631.4
302.8,310.6,2016,19.9,199,40118.399999999994
302.8,310.6,1671,30.5,201,50965.5
302.8,310.6,1404,43.2,203,60652.8
302.8,310.6,1470,41.1,205,60417.0
302.8,310.6,1617,37.9,207,61284.299999999996
302.7,310.5,1725,29.0,209,50025.0
302.7,310.5,1446,40.9,211,59141.4
302.7,310.6,1564,34.3,0,53645.2
302.8,310.6,1670,29.1,2,48597.0
302.7,310.6,1501,48.7,4,73098.7
302.7,310.5,1551,35.9,6,55680.899999999994
302.7,310.5,1563,35.0,8,54705.0
302.7,310.5,1351,41.8,10,56471.799999999996
302.6,310.4,1415,52.1,12,73721.5
302.6,310.3,1647,34.2,14,56327.4
302.5,310.2,1477,41.6,16,61443.200000000004
302.6,310.2,1923,21.5,18,41344.5
302.7,310.4,1305,55.2,20,72036.0
302.6,310.4,1544,35.1,25,54194.4
302.7,310.5,1568,36.9,28,57859.2
302.7,310.4,1489,42.7,33,63580.3
302.6,310.4,1451,43.1,35,62538.1
302.7,310.4,1542,35.7,38,55049.4
302.6,310.5,1965,20.2,40,39693.0
302.5,310.5,1436,36.5,43,52414.0
302.5,310.4,1509,37.6,45,56738.4
302.5,310.4,1487,40.2,48,59777.4
302.5,310.4,1967,20.3,50,39930.1
302.6,310.4,1409,53.3,52,75099.7
302.6,310.5,1420,56.4,57,80088.0
302.7,310.5,1511,37.7,60,56964.700000000004
302.6,310.4,1649,30.1,62,49634.9
302.6,310.4,1359,57.2,67,77734.8
302.5,310.4,1605,36.0,69,57780.0
302.5,310.3,1523,36.0,72,54828.0
302.6,310.4,1614,36.0,74,58104.0
302.6,310.3,1721,27.4,79,47155.399999999994
302.6,310.4,1638,36.2,84,59295.600000000006
302.5,310.2,1307,54.0,86,70578.0
302.4,310.2,1642,28.3,88,46468.6
302.5,310.2,1751,30.5,90,53405.5
302.4,310.1,1645,31.6,93,51982.0
302.4,310.1,1426,46.8,95,66736.8
302.4,310.1,1520,36.6,97,55632.0
302.4,310.1,1709,31.8,100,54346.200000000004
302.4,310.0,1426,46.6,102,66451.6
302.4,310.1,1429,43.7,104,62447.3
302.4,310.2,1346,62.4,106,83990.4
302.5,310.2,1454,43.0,108,62522.0
302.5,310.3,1411,49.5,110,69844.5
302.4,310.3,1900,24.4,113,46360.0
302.4,310.3,1479,36.2,115,53539.8
302.5,310.4,1415,48.2,117,68203.0
302.5,310.3,1539,39.0,119,60021.0
302.4,310.3,1520,31.6,121,48032.0
302.4,310.3,1480,45.8,123,67784.0
302.4,310.4,1666,29.7,125,49480.2
302.4,310.4,1456,47.6,127,69305.6
302.4,310.4,1865,23.9,129,44573.5
302.5,310.5,1918,21.6,131,41428.8
302.5,310.4,1488,48.4,134,72019.2
302.5,310.5,1527,38.8,136,59247.6
302.4,310.4,1463,42.2,139,61738.600000000006
302.4,310.4,1521,38.5,142,58558.5
302.4,310.5,1372,45.7,144,62700.4
302.5,310.5,1507,39.5,147,59526.5
302.4,310.4,1586,34.3,149,54399.799999999996
302.5,310.4,1487,42.0,152,62454.0
302.5,310.5,1520,41.2,154,62624.00000000001
302.5,310.4,1422,41.9,156,59581.799999999996
302.4,310.3,1375,52.5,161,72187.5
302.4,310.2,1633,28.0,164,45724.0
302.4,310.2,1503,36.2,166,54408.600000000006
302.4,310.2,1351,45.1,168,60930.1
302.3,310.2,1548,35.3,170,54644.399999999994
302.4,310.3,1923,23.3,172,44805.9
302.5,310.3,1592,32.6,174,51899.200000000004
302.5,310.4,1580,35.6,176,56248.0
302.5,310.4,1427,46.8,179,66783.59999999999
302.5,310.4,1581,32.7,181,51698.700000000004
302.6,310.5,1542,39.9,184,61525.799999999996
302.5,310.4,1349,55.1,187,74329.90000000001
302.5,310.5,1463,43.0,189,62909.0
302.5,310.4,1429,43.2,191,61732.8
302.5,310.4,1451,53.6,194,77773.6
302.6,310.5,1511,37.2,197,56209.200000000004
302.6,310.6,1549,37.5,199,58087.5
302.5,310.5,1507,40.2,201,60581.4
302.6,310.5,1524,33.7,204,51358.8
302.7,310.5,1880,22.7,207,42676.0
302.6,310.5,1461,45.4,0,66329.4
302.6,310.5,1748,28.2,2,49293.6
302.7,310.6,1690,26.7,4,45123.0
302.7,310.6,1349,51.2,6,69068.8
302.7,310.6,1686,26.3,9,44341.8
302.7,310.7,1369,47.5,11,65027.5
302.7,310.7,1433,43.7,13,62622.100000000006
302.7,310.7,1597,41.9,15,66914.3
302.9,310.8,1610,32.2,17,51842.00000000001
302.7,310.7,1398,57.7,19,80664.6
302.7,310.7,1977,20.0,21,39540.0
302.8,310.8,1516,39.5,23,59882.0
302.7,310.8,1275,55.0,25,70125.0
302.8,310.8,1402,50.5,30,70801.0
302.8,310.8,1451,44.7,32,64859.700000000004
302.7,310.8,1555,36.1,35,56135.5
302.8,310.9,1636,35.0,38,57260.0
302.8,310.9,1312,52.2,40,68486.40000000001
302.8,310.9,1708,29.8,42,50898.4
302.9,311.0,1556,36.5,44,56794.0
302.8,311.0,1436,43.5,47,62466.0
302.9,311.0,1402,40.7,52,57061.4
302.9,311.0,1437,49.9,55,71706.3
302.9,311.1,1926,21.8,58,41986.8
303.0,311.2,1800,23.7,61,42660.0
303.0,311.2,1641,32.6,63,53496.600000000006
303.0,311.2,1374,48.2,65,66226.8
303.0,311.2,1494,37.0,67,55278.0
303.0,311.2,1601,32.9,69,52672.899999999994
302.9,311.2,1634,36.9,71,60294.6
302.9,311.2,1467,37.7,73,55305.9
302.8,311.1,1550,32.3,76,50064.99999999999
302.8,311.1,1563,32.2,78,50328.600000000006
302.7,310.9,1395,48.3,80,67378.5
302.8,311.0,1507,33.4,82,50333.799999999996
302.8,311.0,1564,38.5,85,60214.0
302.8,311.1,1721,30.0,87,51630.0
302.8,311.1,1456,36.1,89,52561.6
302.9,311.2,2102,17.8,91,37415.6
302.9,311.1,1555,33.9,96,52714.5
303.0,311.2,1409,41.9,98,59037.1
303.0,311.2,1387,41.4,100,57421.799999999996
303.0,311.2,1460,43.9,103,64094.0
303.0,311.2,1361,47.6,106,64783.6
303.0,311.1,1490,43.0,108,64070.0
303.1,311.2,1399,49.2,111,68830.8
303.1,311.1,1420,55.8,113,79236.0
303.0,311.0,1359,44.2,115,60067.8
303.0,311.1,1372,54.3,117,74499.59999999999
303.0,311.0,1409,41.7,120,58755.3
302.9,311.0,1452,58.3,123,84651.59999999999
302.9,311.0,1820,24.6,128,44772.0
302.9,311.0,1469,48.7,130,71540.3
302.9,311.1,1556,45.3,135,70486.79999999999
303.0,311.1,1980,20.2,137,39996.0
303.0,311.2,1519,38.0,139,57722.0
303.0,311.2,1456,44.0,142,64064.0
303.1,311.2,1394,45.3,144,63148.2
303.0,311.3,1365,56.2,146,76713.0
303.0,311.3,2194,16.5,148,36201.0
303.1,311.3,1403,55.6,150,78006.8
303.0,311.2,1503,37.0,152,55611.0
303.0,311.3,1793,29.3,157,52534.9
303.1,311.4,1829,24.5,159,44810.5
303.1,311.4,1831,23.3,161,42662.3
303.0,311.3,1335,53.6,164,71556.0
303.1,311.3,2056,19.7,167,40503.2
303.1,311.3,1336,52.6,172,70273.6
303.0,311.2,1341,51.0,174,68391.0
303.0,311.1,1526,37.3,176,56919.799999999996
303.0,311.1,1525,40.7,179,62067.50000000001
303.0,311.1,1428,39.8,181,56834.399999999994
303.0,311.2,1511,45.7,184,69052.7
303.0,311.2,1664,29.8,186,49587.200000000004
303.0,311.2,1592,38.9,188,61928.799999999996
303.0,311.1,1597,36.7,191,58609.9
303.0,311.2,1735,26.1,194,45283.5
302.9,311.2,1751,23.8,196,41673.8
303.0,311.2,1383,44.6,198,61681.8
302.9,311.2,1330,53.7,200,71421.0
303.0,311.2,1382,50.5,203,69791.0
303.0,311.2,1755,30.4,205,53352.0
303.0,311.2,1614,35.7,207,57619.8
303.0,311.3,1466,43.0,210,63038.0
303.1,311.3,1847,24.7,212,45620.9
303.1,311.3,1474,34.8,215,51295.2
303.1,311.3,1657,31.8,217,52692.6
303.1,311.2,1435,40.1,219,57543.5
303.1,311.3,1494,42.7,221,63793.8
303.2,311.4,1238,54.6,226,67594.8
303.2,311.4,1324,54.2,228,71760.8
303.2,311.4,1514,41.2,230,62376.8
303.3,311.4,1732,25.6,232,44339.200000000004
303.3,311.4,1497,46.0,234,68862.0
303.3,311.4,1958,21.5,0,42097.0
303.3,311.4,1630,32.5,2,52975.0
303.3,311.4,1395,59.1,4,82444.5
303.3,311.4,1658,30.5,7,50569.0
303.2,311.4,1349,51.1,9,68933.90000000001
303.1,311.2,1452,52.9,11,76810.8
303.1,311.1,1594,35.5,13,56587.0
303.1,311.0,1510,47.6,16,71876.0
303.1,311.1,1854,22.6,19,41900.4
303.1,311.2,1626,32.3,21,52519.799999999996
303.1,311.2,1628,35.2,23,57305.600000000006
303.1,311.2,1679,34.8,25,58429.2
303.1,311.2,1489,44.5,27,66260.5
303.2,311.2,1439,43.9,30,63172.1
303.3,311.3,1350,48.1,32,64935.0
303.3,311.2,1607,31.7,34,50941.9
303.3,311.3,1389,53.9,39,74867.09999999999
303.3,311.3,1566,46.1,41,72192.6
303.4,311.4,1307,54.0,44,70578.0
303.3,311.5,1569,36.6,47,57425.4
303.3,311.4,1651,30.6,50,50520.600000000006
303.3,311.4,1692,27.9,55,47206.799999999996
303.3,311.5,1373,47.3,60,64942.899999999994
303.2,311.4,1610,35.5,63,57155.0
303.3,311.4,1511,43.4,65,65577.4
303.3,311.5,1412,55.6,67,78507.2
303.4,311.5,1501,36.2,69,54336.200000000004
303.4,311.5,1414,44.8,71,63347.2
303.5,311.5,1629,33.5,73,54571.5
303.4,311.5,1879,21.3,78,40022.700000000004
303.5,311.6,1466,47.0,80,68902.0
303.6,311.7,1476,40.1,85,59187.6
303.6,311.8,1695,30.7,90,52036.5
303.6,311.7,1491,39.8,92,59341.799999999996
303.6,311.8,1659,34.7,94,57567.3
303.6,311.8,1567,31.7,97,49673.9
303.6,311.8,1736,32.9,99,57114.399999999994
303.6,311.8,1421,44.8,101,63660.799999999996
303.6,311.8,1627,30.8,104,50111.6
303.5,311.6,1562,34.2,107,53420.4
303.5,311.6,2183,17.0,110,37111.0
303.5,311.6,1577,38.1,112,60083.700000000004
303.4,311.5,1560,36.4,114,56784.0
303.4,311.5,1483,43.0,117,63769.0
303.5,311.5,1535,33.3,120,51115.49999999999
303.4,311.4,1606,29.6,122,47537.600000000006
303.4,311.5,1817,24.7,125,44879.9
303.4,311.5,1424,50.8,128,72339.2
303.3,311.6,1514,34.7,130,52535.8
303.4,311.6,1449,41.7,132,60423.3
303.5,311.6,1573,34.0,134,53482.0
303.4,311.6,1564,41.9,137,65531.6
303.5,311.6,1428,46.2,139,65973.6
303.5,311.7,1620,31.0,141,50220.0
303.5,311.7,1584,32.7,143,51796.8
303.6,311.8,1222,66.8,148,81629.59999999999
303.6,311.8,1432,42.5,150,60860.0
303.7,311.9,1561,33.3,153,51981.299999999996
303.6,311.8,1614,33.2,155,53584.8
303.5,311.7,1959,22.3,157,43685.700000000004
303.5,311.8,1944,23.5,159,45684.0
303.4,311.7,1793,25.8,161,46259.4
303.4,311.6,1446,50.0,163,72300.0
303.4,311.7,1673,32.2,166,53870.600000000006
303.4,311.7,1515,44.2,168,66963.0
303.4,311.8,1564,35.9,171,56147.6
303.5,311.8,1451,45.2,173,65585.2
303.4,311.8,1693,28.3,175,47911.9
303.4,311.7,1476,42.3,180,62434.799999999996
303.4,311.6,1712,30.1,182,51531.200000000004
303.4,311.6,1425,45.4,184,64695.0
303.3,311.6,1337,56.8,187,75941.59999999999
303.4,311.7,1690,34.9,189,58981.0
303.4,311.7,1353,44.1,192,59667.3
303.5,311.8,1927,21.9,195,42201.299999999996
303.4,311.8,1391,42.7,197,59395.700000000004
303.4,311.8,1366,50.9,200,69529.4
303.4,311.9,1771,31.6,202,55963.600000000006
303.4,311.8,1515,42.6,204,64539.0
303.4,311.8,2133,18.3,207,39033.9
303.4,311.8,1341,47.0,210,63027.0
303.4,311.7,1406,47.1,213,66222.6
303.4,311.8,1306,61.0,215,79666.0
303.3,311.7,1508,35.5,217,53534.0
303.3,311.6,1301,45.1,219,58675.1
303.3,311.7,1539,38.5,221,59251.5
303.3,311.6,1484,44.6,223,66186.40000000001
303.2,311.5,1507,39.2,225,59074.4
303.2,311.5,1544,42.5,227,65620.0
303.2,311.5,1513,37.9,0,57342.7
303.2,311.5,1336,58.2,2,77755.2
303.2,311.4,2102,19.0,5,39938.0
303.2,311.4,1351,53.8,8,72683.8
303.3,311.5,1601,35.2,10,56355.200000000004
303.2,311.3,1393,52.9,12,73689.7
303.3,311.3,1592,33.7,14,53650.4
303.3,311.3,1409,51.8,16,72986.2
303.3,311.3,1393,47.4,18,66028.2
303.2,311.2,1475,43.1,20,63572.5
303.2,311.2,1427,45.6,25,65071.200000000004
303.3,311.2,1763,27.3,27,48129.9
303.2,311.2,1363,46.7,29,63652.100000000006
303.2,311.2,1404,50.9,31,71463.59999999999
303.2,311.2,1688,31.9,33,53847.2
303.3,311.4,1510,37.3,36,56322.99999999999
303.3,311.3,1502,39.5,38,59329.0
303.2,311.4,1607,36.6,43,58816.200000000004
303.3,311.5,1384,54.8,48,75843.2
303.4,311.7,1295,51.3,51,66433.5
303.4,311.7,1991,19.0,53,37829.0
303.4,311.6,1497,42.8,58,64071.6
303.5,311.6,1465,48.7,60,71345.5
303.5,311.6,1361,46.5,62,63286.5
303.6,311.7,1546,38.5,64,59521.0
303.7,311.9,1332,52.7,66,70196.40000000001
303.7,312.0,2663,11.4,71,30358.2
303.7,312.1,1443,45.9,74,66233.7
303.7,312.0,1402,48.6,76,68137.2
303.7,312.0,1892,22.5,79,42570.0
303.6,312.0,1645,35.7,81,58726.50000000001
303.6,311.9,1473,50.1,84,73797.3
303.6,312.0,1309,52.9,86,69246.09999999999
303.6,311.9,1544,37.1,88,57282.4
303.5,311.9,1344,49.3,93,66259.2
303.6,311.9,1617,36.0,95,58212.0
303.6,312.0,1435,37.9,98,54386.5
303.6,312.0,1391,50.3,101,69967.3
303.6,312.0,1827,23.3,103,42569.1
303.5,312.0,1761,25.8,105,45433.8
303.5,312.1,1522,36.4,107,55400.799999999996
303.5,312.2,1818,23.6,109,42904.8
303.6,312.2,1371,54.6,112,74856.6
303.7,312.3,1511,38.9,117,58777.9
303.7,312.4,1404,46.6,119,65426.4
303.7,312.3,1384,45.9,121,63525.6
303.8,312.5,1368,52.6,123,71956.8
303.7,312.5,1641,36.0,125,59076.0
303.9,312.6,1642,32.3,127,53036.6
303.9,312.7,1401,50.0,129,70050.0
303.8,312.6,1577,41.3,134,65130.1
303.7,312.6,1396,44.1,136,61563.6
303.7,312.6,1514,35.5,138,53747.0
303.8,312.8,1646,35.8,143,58926.799999999996
303.8,312.8,1443,40.7,145,58730.100000000006
303.7,312.7,1469,48.5,147,71246.5
303.7,312.7,1564,40.2,150,62872.8
303.6,312.6,1498,40.2,155,60219.600000000006
303.6,312.6,1699,27.9,160,47402.1
303.6,312.5,1431,49.0,162,70119.0
303.5,312.4,1390,47.3,164,65747.0
303.5,312.5,1380,46.1,166,63618.0
303.5,312.5,1457,46.4,168,67604.8
303.5,312.5,1418,42.2,170,59839.600000000006
303.5,312.5,1353,51.0,172,69003.0
303.5,312.4,1574,32.7,175,51469.8
303.5,312.4,1318,54.2,177,71435.6
303.6,312.5,1710,31.4,180,53694.0
303.7,312.6,1621,38.8,182,62894.799999999996
303.6,312.6,1606,33.6,184,53961.600000000006
303.6,312.5,1375,54.0,186,74250.0
303.5,312.4,1503,36.5,191,54859.5
303.5,312.3,1404,48.6,193,68234.40000000001
303.4,312.2,1656,32.7,195,54151.200000000004
303.4,312.1,1499,39.4,197,59060.6
303.4,312.0,1748,28.4,200,49643.2
303.4,311.9,1531,37.9,203,58024.9
303.3,311.8,1536,40.6,205,62361.600000000006
303.4,311.8,1401,53.0,208,74253.0
303.4,311.9,1534,33.2,210,50928.8
303.4,312.0,1521,35.9,215,54603.9
303.5,312.1,1674,30.8,0,51559.200000000004
303.6,312.1,1967,20.9,2,41110.299999999996
303.6,312.2,1696,30.7,5,52067.2
303.6,312.1,1627,32.5,7,52877.5
303.5,311.9,1405,45.6,10,64068.0
303.5,311.9,1565,38.9,12,60878.5
303.5,311.9,1493,38.7,14,57779.100000000006
303.4,311.8,1499,45.0,16,67455.0
303.3,311.8,1692,30.6,18,51775.200000000004
303.4,311.8,2268,15.8,20,35834.4
303.4,311.8,1438,58.9,22,84698.2
303.5,311.9,1515,39.2,24,59388.00000000001
303.4,311.9,1491,38.2,26,56956.200000000004
303.5,312.0,1756,29.7,28,52153.2
303.5,312.0,1366,54.5,30,74447.0
303.5,312.0,1436,45.1,32,64763.6
303.4,311.9,1377,41.6,34,57283.200000000004
303.4,311.9,1510,42.2,36,63722.00000000001
303.4,311.9,1419,50.9,39,72227.09999999999
303.3,311.8,1315,62.0,42,81530.0
303.3,311.8,1806,27.7,44,50026.2
303.3,311.8,1649,29.4,49,48480.6
303.4,311.9,1402,50.0,54,70100.0
303.4,311.9,1298,63.9,59,82942.2
303.3,311.8,1441,44.9,61,64700.9
303.3,311.8,1489,49.4,64,73556.59999999999
303.3,311.8,1842,24.5,67,45129.0
303.4,311.8,1316,50.9,69,66984.4
303.3,311.8,1583,33.3,72,52713.899999999994
303.3,311.8,1548,33.5,75,51858.0
303.4,311.9,1434,44.6,78,63956.4
303.5,312.0,1397,52.9,80,73901.3
303.5,312.0,1475,42.9,85,63277.5
303.5,312.0,1441,56.8,88,81848.8
303.7,312.1,1363,51.8,90,70603.4
303.7,312.2,1619,34.9,92,56503.1
303.7,312.2,1487,34.0,94,50558.0
303.7,312.2,1568,33.8,96,52998.399999999994
303.7,312.3,1375,46.2,98,63525.00000000001
303.6,312.3,1698,31.3,100,53147.4
303.7,312.3,1606,37.4,103,60064.399999999994
303.7,312.3,1349,51.0,105,68799.0
303.7,312.4,1535,38.6,107,59251.0
303.6,312.4,1504,49.5,109,74448.0
303.5,312.3,1946,21.1,112,41060.600000000006
303.5,312.1,1326,55.7,114,73858.2
303.6,312.3,1915,22.3,116,42704.5
303.6,312.3,1451,43.4,119,62973.4
303.5,312.3,1624,34.8,121,56515.2
303.6,312.4,1781,28.7,124,51114.7
303.6,312.5,1345,54.1,126,72764.5
303.6,312.4,1418,46.0,128,65228.0
303.7,312.4,1718,26.5,130,45527.0
303.7,312.4,1631,28.5,132,46483.5
303.7,312.4,1513,40.1,135,60671.3
303.7,312.4,1316,59.3,137,78038.8
303.7,312.4,1474,38.8,139,57191.2
303.8,312.5,1619,30.9,142,50027.1
303.7,312.4,1702,31.2,144,53102.4
303.7,312.4,1540,37.4,146,57596.0
303.7,312.4,1546,33.7,149,52100.200000000004
303.7,312.4,1348,51.0,152,68748.0
303.7,312.5,1520,35.6,154,54112.0
303.8,312.6,1527,41.9,159,63981.299999999996
303.8,312.6,1406,47.1,162,66222.6
303.7,312.5,1462,46.2,165,67544.40000000001
303.8,312.6,1684,29.3,167,49341.200000000004
303.8,312.5,1655,28.0,170,46340.0
303.8,312.5,1748,25.1,175,43874.8
303.8,312.5,1372,45.7,180,62700.4
303.7,312.5,1481,33.3,182,49317.299999999996
303.7,312.4,1512,39.2,184,59270.4
303.7,312.5,1632,36.6,186,59731.200000000004
303.7,312.4,1525,43.9,188,66947.5
303.7,312.3,1756,26.4,190,46358.399999999994
303.7,312.3,1922,23.1,193,44398.200000000004
303.8,312.5,1448,44.3,195,64146.399999999994
303.8,312.5,1447,46.6,198,67430.2
303.8,312.4,1597,33.4,203,53339.799999999996
303.7,312.4,1642,32.3,206,53036.6
303.8,312.5,1525,38.0,209,57950.0
303.6,312.4,1460,53.7,214,78402.0
303.6,312.3,2168,17.7,219,38373.6
303.6,312.4,1388,41.9,221,58157.2
303.6,312.3,1630,32.4,223,52812.0
303.6,312.3,1616,29.3,226,47348.8
303.6,312.4,2232,16.8,0,37497.6
303.6,312.4,1480,50.7,2,75036.0
